2.530009e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
3.164592e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
3.958342e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
4.951183e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
6.193050e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
7.746406e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
9.689378e-064	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.211969e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.515958e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.896194e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
2.371802e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
2.966703e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
3.710819e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
4.641575e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
5.805786e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
7.262007e-063	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.453357e-061	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
5.817252e-060	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.164216e-058	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.456227e-058	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.821482e-058	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
2.278350e-058	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
2.279849e-057	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
2.281349e-056	8.753855e-320	0.000000e+000	0.000000e+000	0.000000e+000	
2.282850e-055	1.030134e-289	0.000000e+000	0.000000e+000	0.000000e+000	
2.855439e-055	1.040969e-273	0.000000e+000	0.000000e+000	0.000000e+000	
2.857318e-054	1.225008e-243	0.000000e+000	0.000000e+000	0.000000e+000	
3.573997e-054	1.237893e-227	0.000000e+000	0.000000e+000	0.000000e+000	
4.470436e-054	1.250914e-211	0.000000e+000	0.000000e+000	0.000000e+000	
5.591721e-054	1.264071e-195	0.000000e+000	0.000000e+000	0.000000e+000	
6.994250e-054	1.277367e-179	0.000000e+000	0.000000e+000	0.000000e+000	
8.748564e-054	1.290803e-163	0.000000e+000	0.000000e+000	0.000000e+000	
1.094290e-053	1.304381e-147	0.000000e+000	0.000000e+000	0.000000e+000	
1.368762e-053	1.318101e-131	4.019224e-320	0.000000e+000	0.000000e+000	
1.712079e-053	1.331965e-115	4.143282e-290	0.000000e+000	0.000000e+000	
2.141506e-053	1.345975e-099	4.271384e-260	0.000000e+000	0.000000e+000	
2.678644e-053	1.360133e-083	4.403446e-230	0.000000e+000	0.000000e+000	
3.350508e-053	1.374440e-067	4.539591e-200	0.000000e+000	0.000000e+000	
4.190890e-053	1.388897e-051	4.679945e-170	0.000000e+000	0.000000e+000	
6.565494e-053	2.175861e-051	5.731579e-146	0.000000e+000	0.000000e+000	
1.028557e-052	3.408727e-051	7.019525e-122	0.000000e+000	0.000000e+000	
4.864423e-052	1.612111e-050	1.315401e-121	0.000000e+000	0.000000e+000	
7.620659e-052	2.525551e-050	1.610986e-097	0.000000e+000	0.000000e+000	
1.193861e-051	3.956556e-050	1.972991e-073	0.000000e+000	0.000000e+000	
7.410689e-052	6.198384e-050	2.416343e-049	0.000000e+000	0.000000e+000	
1.388670e-051	1.161516e-049	4.528027e-049	0.000000e+000	0.000000e+000	
2.602104e-051	2.176535e-049	8.485150e-049	0.000000e+000	0.000000e+000	
4.875419e-051	4.078412e-049	1.590047e-048	0.000000e+000	0.000000e+000	
9.132782e-051	7.641498e-049	2.979618e-048	0.000000e+000	0.000000e+000	
1.709823e-050	1.431428e-048	5.583558e-048	0.000000e+000	0.000000e+000	
3.196569e-050	2.679894e-048	1.046313e-047	0.000000e+000	0.000000e+000	
5.954648e-050	5.010149e-048	1.960704e-047	0.000000e+000	0.000000e+000	
1.099082e-049	9.333029e-048	3.674197e-047	0.000000e+000	0.000000e+000	
1.980278e-049	1.722648e-047	6.885143e-047	0.000000e+000	0.000000e+000	
3.335787e-049	3.103793e-047	1.290219e-046	0.000000e+000	0.000000e+000	
