8.205128e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
6.559787e-001	2.450064e-018	0.000000e+000	0.000000e+000	0.000000e+000	
5.244379e-001	1.958763e-018	3.680842e-049	0.000000e+000	0.000000e+000	
4.192745e-001	1.565980e-018	2.942738e-049	1.103908e-080	0.000000e+000	
3.351991e-001	1.251960e-018	2.352642e-049	8.825457e-081	2.146487e-082	
2.679830e-001	1.000910e-018	1.880876e-049	7.055724e-081	2.133433e-082	
2.142454e-001	8.002012e-019	1.503712e-049	5.640868e-081	1.786780e-082	
1.712836e-001	6.397401e-019	1.202179e-049	4.509728e-081	1.444265e-082	
1.369368e-001	5.114556e-019	9.611106e-050	3.605410e-081	1.157720e-082	
1.094774e-001	4.088955e-019	7.683829e-050	2.882432e-081	9.261641e-083	
8.752437e-002	3.269013e-019	6.143022e-050	2.304429e-081	7.405602e-083	
6.997346e-002	2.613491e-019	4.911187e-050	1.842331e-081	5.920812e-083	
5.594196e-002	2.089418e-019	3.926366e-050	1.472896e-081	4.733579e-083	
4.472415e-002	1.670436e-019	3.139028e-050	1.177542e-081	3.784382e-083	
3.575579e-002	1.335470e-019	2.509571e-050	9.414144e-082	3.025517e-083	
2.858583e-002	1.067674e-019	2.006337e-050	7.526364e-082	2.418822e-083	
1.428352e-003	7.329700e-034	1.604014e-050	6.017132e-082	9.945183e-113	
3.568532e-005	3.662440e-035	1.101174e-064	2.014691e-058	1.002854e-083	
1.783093e-006	9.150081e-037	5.502250e-066	1.813222e-088	2.014690e-089	
1.425536e-006	5.324342e-024	1.374658e-067	1.650160e-097	7.443162e-090	
1.139679e-006	4.256673e-024	7.999001e-055	4.122687e-099	1.447282e-090	
9.111440e-007	3.403100e-024	6.394993e-055	2.398951e-086	2.814159e-091	
9.105449e-008	2.336267e-038	5.112631e-055	1.917899e-086	2.399232e-117	
9.099463e-009	2.334731e-039	3.509879e-069	1.533311e-086	1.917898e-117	
9.093480e-010	2.333196e-040	3.507572e-070	1.052635e-100	1.533310e-117	
7.270001e-010	2.715327e-027	3.505265e-071	1.051943e-101	2.046790e-102	
7.265222e-011	1.864103e-041	4.079359e-058	1.051251e-102	3.098732e-132	
5.808356e-011	2.169406e-028	2.800526e-072	1.223426e-089	2.044099e-104	
4.643630e-011	1.734384e-028	3.259197e-059	8.398956e-104	2.378883e-091	
3.712461e-011	1.386595e-028	2.605644e-059	9.774541e-091	4.625606e-092	
