5.332708322658134700000000000000e-032	9.451135256341357000000000000000e-090	1.757659353260588200000000000000e-089	3.252908694308121800000000000000e-090	1.337698839576347600000000000000e-089	
7.309086416451959100000000000000e-032	1.102823893609083600000000000000e-089	2.054565727108092700000000000000e-089	4.275244249781576800000000000000e-090	1.640054047500324700000000000000e-089	
1.001793854281786700000000000000e-031	1.283304852824000200000000000000e-089	2.397409584685222300000000000000e-089	5.817470277226730500000000000000e-090	2.010749504405682200000000000000e-089	
1.373073007069369800000000000000e-031	1.486618223450274200000000000000e-089	2.789754087328633700000000000000e-089	8.287645013744193100000000000000e-090	2.465231908442271300000000000000e-089	
1.881953532340409400000000000000e-031	1.709151900249258900000000000000e-089	3.231733679923274700000000000000e-089	1.247835190733001400000000000000e-089	3.022439318814211200000000000000e-089	
2.579432469834875800000000000000e-031	1.939338412242020200000000000000e-089	3.715496180163707600000000000000e-089	1.994766021916588300000000000000e-089	3.705590295432455800000000000000e-089	
3.535407092737378800000000000000e-031	2.148984097327094300000000000000e-089	4.215895485425637900000000000000e-089	3.378200553961821800000000000000e-089	4.543151404935538500000000000000e-089	
4.845679604931818400000000000000e-031	2.725653201003622300000000000000e-089	4.671635599821005600000000000000e-089	6.012490256264366600000000000000e-089	5.570023408580566700000000000000e-089	
6.641557879398754400000000000000e-031	6.540007997326435300000000000000e-085	4.947236586484133700000000000000e-089	1.112415514092050500000000000000e-088	6.828995559872977600000000000000e-089	
9.103014367790489000000000000000e-031	9.506393111557230600000000000000e-080	4.756503928642041100000000000000e-089	2.116639991941623300000000000000e-088	8.372528611805077900000000000000e-089	
1.247672189039202500000000000000e-030	1.381871911406446100000000000000e-074	3.508746556134764100000000000000e-089	4.105153500467978900000000000000e-088	1.026494083074181300000000000000e-088	
5.415240808395164100000000000000e-030	5.527487646672106200000000000000e-074	7.961233102340687600000000000000e-089	9.623210034335194000000000000000e-088	6.011164284135528800000000000000e-088	
2.350363602757752000000000000000e-029	2.210995059087371200000000000000e-073	2.554654449345807500000000000000e-087	2.183475410675511600000000000000e-087	3.520146549958760500000000000000e-087	
3.221442022179969600000000000000e-029	3.213955001729896500000000000000e-068	2.823377351368950600000000000000e-087	3.787944923443841500000000000000e-087	4.315792483517863300000000000000e-087	
4.415354581772164600000000000000e-029	4.671881427635741800000000000000e-063	2.982248208920474300000000000000e-087	6.872681750378623400000000000000e-087	5.291275376307129600000000000000e-087	
6.051748238381709900000000000000e-029	6.791157954028533600000000000000e-058	2.860215499374002200000000000000e-087	1.289658866132143700000000000000e-086	6.487243122749248000000000000000e-087	
8.294612824969701600000000000000e-029	9.871788715302322700000000000000e-053	2.105072676563156900000000000000e-087	2.477939093994448800000000000000e-086	7.953531113141341500000000000000e-087	
3.600090332557897200000000000000e-028	3.948715486868397900000000000000e-052	4.699389688453239300000000000000e-087	5.773445354349885400000000000000e-086	4.657599390820927000000000000000e-086	
