24	24	24	24	22	22	24	12	22	24	22	22	22	22	22	22	24	20	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	20	12	12	24	24	24	24	24	22	24	21	8	8	8	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	
24	24	24	24	22	24	24	24	22	24	24	22	22	22	22	24	24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	24	22	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
24	22	22	22	22	24	24	22	22	22	22	20	24	24	24	24	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	20	24	24	24	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	24	24	24	24	24	24	24	22	22	24	24	24	24	24	24	24	24	24	24	24	24	24	
22	22	24	24	22	8	24	24	12	12	12	24	22	22	24	24	24	24	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	20	24	24	24	20	20	24	24	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	22	24	22	24	22	24	22	22	22	24	22	22	22	22	22	22	24	24	24	
24	24	22	22	22	24	24	22	22	24	22	22	22	22	24	24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	24	24	24	24	24	24	24	22	22	24	22	24	24	24	22	22	22	22	22	22	22	24	24	24	
24	8	22	22	22	22	8	8	8	24	8	22	22	23	24	24	24	24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	22	22	24	24	22	22	22	24	24	22	22	22	24	24	
12	24	12	12	22	22	22	24	24	22	20	20	23	24	24	24	24	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	24	24	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	22	22	24	24	24	24	22	24	24	24	24	22	22	22	22	22	24	24	24	24	24	24	24	24	22	22	
12	24	24	24	24	24	22	24	24	16	12	22	22	22	22	24	24	22	20	20	20	24	24	24	24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	20	24	22	24	24	24	20	24	24	24	24	24	24	24	24	12	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	24	24	24	24	24	24	24	24	24	22	22	22	22	22	24	24	24	24	22	24	24	24	24	24	24	24	24	24	22	22	
16	24	24	12	12	24	12	9	22	22	22	22	22	22	22	24	24	24	20	24	24	24	24	24	24	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	20	20	20	20	20	20	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	24	22	24	24	24	24	24	24	24	22	22	22	22	22	22	24	24	24	22	22	24	24	24	24	24	24	24	24	24	24	24	
24	24	24	22	24	8	24	12	12	24	22	22	22	22	24	20	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	24	20	20	20	20	20	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	24	24	24	24	24	22	24	24	24	24	24	24	22	22	22	24	22	24	24	24	24	24	
