9	10	10	10	22	9	9	9	9	9	9	10	28	28	20	20	20	20	28	28	28	20	28	28	22	22	22	24	20	20	20	20	22	22	28	28	20	20	20	20	20	20	20	20	20	20	20	22	9	9	9	9	9	9	9	9	9	20	20	20	20	20	20	20	20	20	22	22	20	20	22	20	20	22	22	22	22	22	22	22	24	24	24	24	24	24	24	12	12	12	9	9	12	9	9	9	12	12	12	12	12	12	12	12	12	12	9	9	9	9	9	9	12	12	12	12	12	12	12	9	9	9	12	12	12	
24	24	24	24	22	9	9	9	9	10	22	22	24	22	22	22	24	24	24	22	22	22	22	22	24	24	24	32	22	22	22	28	28	22	22	22	22	22	22	28	22	22	20	20	20	20	20	20	20	19	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	24	22	24	24	22	22	16	16	16	9	9	16	16	24	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
24	12	16	16	22	22	22	22	22	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	22	24	24	24	22	24	24	22	22	24	24	24	24	22	22	24	24	22	20	20	24	20	24	22	24	19	23	19	22	22	23	22	24	24	24	22	22	24	22	22	22	22	22	22	24	24	22	22	22	24	24	24	24	24	24	22	24	24	24	22	24	24	24	24	12	12	12	12	12	12	9	9	9	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
22	12	24	24	24	10	22	24	22	24	24	24	22	24	24	24	24	24	24	24	24	24	22	22	24	24	22	22	22	22	22	22	22	22	22	22	22	24	28	22	22	22	22	20	20	20	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	22	22	22	22	24	22	22	22	24	24	22	24	24	24	22	24	24	24	24	24	24	24	24	24	22	12	12	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	16	16	16	16	12	12	16	16	12	12	12	
24	24	22	24	24	24	24	24	24	22	22	22	24	24	24	24	24	24	24	32	24	24	22	24	24	24	24	24	24	24	24	24	22	22	22	22	22	20	22	22	22	24	20	20	24	22	22	22	22	23	22	22	22	22	22	22	22	24	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	22	22	24	24	24	24	24	24	24	24	24	12	12	12	12	12	12	12	9	9	9	9	12	12	12	12	12	12	12	12	12	12	12	12	12	9	12	12	12	12	12	12	12	12	12	
22	22	22	20	9	9	24	24	22	22	22	24	24	24	24	24	24	24	24	22	22	24	24	22	22	22	22	22	22	24	24	24	24	24	24	24	22	22	22	22	20	20	20	20	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	22	22	22	24	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	24	22	24	24	24	22	22	22	22	24	24	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
24	24	22	24	24	24	24	8	8	22	22	22	22	22	24	24	24	32	32	24	24	24	28	32	32	32	24	24	24	24	24	24	24	24	24	32	32	24	22	20	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	24	22	22	22	22	24	24	22	24	22	16	22	22	22	22	16	22	24	12	12	12	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
22	22	22	22	24	24	16	16	24	22	22	24	32	24	24	24	32	32	24	24	24	32	32	32	28	28	28	28	32	24	24	28	22	22	28	22	22	22	22	22	22	19	22	22	22	22	22	22	22	22	22	22	22	22	19	19	22	22	22	22	22	20	22	22	22	22	24	22	22	22	24	24	22	22	22	22	22	22	24	24	22	24	22	24	22	24	24	24	24	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
8	22	22	3	8	8	8	16	24	24	24	24	22	22	24	24	22	22	22	24	24	22	22	22	26	32	24	24	24	26	24	24	28	28	28	22	28	28	28	20	22	22	22	22	22	22	22	24	24	24	24	24	24	24	24	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	22	22	22	22	22	22	24	24	22	24	22	22	22	24	22	12	22	22	12	12	12	12	12	12	12	12	12	12	12	12	12	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
24	22	22	22	24	24	22	22	22	22	24	22	22	22	22	22	22	22	22	22	22	28	22	22	22	22	22	22	22	22	22	22	28	28	22	22	22	22	22	28	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	22	22	22	22	22	22	22	22	24	22	22	22	22	22	22	24	22	22	22	22	22	22	22	22	16	22	24	16	16	16	12	22	16	16	16	16	12	12	12	12	12	12	12	12	16	16	12	16	9	28	16	16	16	16	12	9	12	12	12	12	12	12	12	
