22	22	24	14	24	22	24	24	24	22	22	22	12	12	12	12	12	12	12	12	12	12	12	12	12	22	12	12	12	12	12	12	12	9	9	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	24	22	22	12	12	12	12	9	16	9	12	12	12	12	12	12	12	12	12	9	9	9	9	9	9	9	9	9	9	9	9	10	22	22	22	22	24	24	24	24	24	24	22	24	24	12	24	24	24	24	24	12	12	12	24	24	24	10	10	
24	10	22	24	24	24	8	8	22	22	22	24	24	22	12	12	12	12	12	12	12	12	12	12	12	12	12	22	22	22	12	12	12	22	12	22	22	24	24	22	22	22	24	24	12	24	24	24	12	12	12	12	12	12	12	12	12	24	24	12	12	12	12	12	12	12	12	22	24	24	12	12	12	12	13	13	12	12	12	12	13	13	12	12	9	12	9	12	12	9	5	8	5	8	9	9	9	22	24	24	22	24	24	24	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
12	22	22	24	12	12	22	22	22	22	12	12	12	12	12	12	12	12	12	12	12	12	12	22	12	24	24	24	24	22	22	22	22	24	22	24	22	24	22	24	24	12	12	24	24	24	12	12	12	12	12	12	12	24	24	24	12	12	12	12	12	12	12	12	12	24	22	24	24	12	12	13	13	12	12	12	12	12	12	12	12	12	12	12	9	9	9	9	24	24	24	24	9	22	24	24	24	24	24	24	24	24	24	24	24	24	24	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
24	24	22	24	24	22	22	24	24	24	12	12	12	12	12	12	12	22	12	12	12	12	12	12	12	12	12	12	12	12	12	19	20	12	12	12	12	12	24	24	12	12	12	12	12	12	24	12	12	12	12	12	12	12	12	12	12	12	12	24	24	24	24	12	16	12	10	24	24	24	12	12	13	9	9	9	12	12	12	12	12	12	12	9	12	9	15	16	12	12	12	24	24	24	24	24	24	22	22	22	24	22	24	24	24	24	24	24	24	24	24	24	24	22	22	24	24	24	24	24	24	24	24	24	24	
12	24	24	22	22	22	22	22	22	24	22	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	9	9	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	24	24	12	12	12	12	12	12	12	24	24	24	12	12	12	12	9	9	9	9	9	9	9	9	9	12	9	9	9	9	9	9	9	9	22	9	9	9	9	9	24	24	22	22	22	24	24	24	24	24	24	22	24	24	24	22	22	22	24	22	22	24	22	22	22	22	24	24	24	22	
24	24	24	24	24	20	20	24	24	24	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	24	24	12	12	12	12	12	12	13	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	9	24	24	8	24	24	8	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
24	24	24	3	3	8	16	22	22	24	24	24	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	20	12	12	12	12	12	12	12	12	12	24	24	24	12	12	12	12	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	22	22	22	22	24	24	24	24	10	24	24	22	22	24	24	24	24	24	24	22	24	24	24	24	22	22	24	24	24	24	24	24	24	24	24	24	
22	22	22	26	26	24	22	24	23	24	24	24	12	12	12	12	12	12	12	12	12	12	9	12	12	9	12	12	9	9	12	11	9	11	12	9	9	12	12	12	12	12	12	12	12	12	12	12	12	12	12	9	12	12	12	12	12	12	12	12	12	12	12	24	24	24	12	12	12	12	9	9	9	9	9	9	9	9	11	12	12	12	9	22	22	22	22	22	9	22	24	24	22	22	22	24	24	24	24	22	24	24	22	24	24	24	24	22	24	24	24	22	24	24	24	24	22	24	24	24	24	24	24	24	24	
24	24	8	22	22	22	22	22	22	22	22	22	12	12	12	12	12	12	12	9	9	9	9	12	22	22	12	12	9	12	12	12	24	22	22	24	24	12	22	22	12	12	12	12	12	12	12	9	9	12	12	12	12	24	24	24	12	12	12	12	12	22	24	12	24	20	24	24	12	12	12	12	12	13	13	13	13	9	9	12	12	12	12	12	24	24	22	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
24	22	22	22	22	22	21	21	22	24	12	12	12	12	12	12	12	12	9	9	9	12	12	12	20	9	9	9	9	22	22	22	22	9	9	9	12	24	12	12	12	24	12	12	12	16	12	12	12	22	22	12	12	12	24	24	12	24	22	22	24	20	22	24	12	12	12	12	12	13	12	12	12	12	12	12	12	12	12	12	12	12	12	24	24	24	24	24	24	24	24	22	24	24	22	24	24	24	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
